Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
1938;2019-08-18 10:20:09.058449;Transactie;Database changes committed.;
1939;2019-08-18 10:20:35.077494;Transactie;Database changes committed.;
1940;2019-08-18 10:20:41.871936;Mededeling;In total 5,001 account(s) are imported into Data Mart within this task.;
1941;2019-08-18 10:20:41.871999;Transactie;Database changes committed.;
1942;2019-08-18 10:21:15.231074;Transactie;Database changes committed.;
1943;2019-08-18 10:21:21.938998;Mededeling;In total 6,001 account(s) are imported into Data Mart within this task.;
1944;2019-08-18 10:21:21.939078;Transactie;Database changes committed.;
1945;2019-08-18 10:21:45.373713;Transactie;Database changes committed.;
1946;2019-08-18 10:21:51.985889;Mededeling;In total 7,001 account(s) are imported into Data Mart within this task.;
1947;2019-08-18 10:21:51.985967;Transactie;Database changes committed.;
1948;2019-08-18 10:22:16.037447;Transactie;Database changes committed.;
1949;2019-08-18 10:22:22.578779;Mededeling;In total 8,001 account(s) are imported into Data Mart within this task.;
1950;2019-08-18 10:22:22.578905;Transactie;Database changes committed.;
1951;2019-08-18 10:22:47.370866;Transactie;Database changes committed.;
1952;2019-08-18 10:22:53.199838;Mededeling;In total 9,001 account(s) are imported into Data Mart within this task.;
1953;2019-08-18 10:22:53.199917;Transactie;Database changes committed.;
1954;2019-08-18 10:23:15.811004;Transactie;Database changes committed.;
1955;2019-08-18 10:23:20.429894;Mededeling;In total 10,001 account(s) are imported into Data Mart within this task.;
1956;2019-08-18 10:23:20.429964;Transactie;Database changes committed.;
1957;2019-08-18 10:23:40.09628;Transactie;Database changes committed.;
1958;2019-08-18 10:23:45.920911;Mededeling;In total 11,001 account(s) are imported into Data Mart within this task.;
1959;2019-08-18 10:23:45.920978;Transactie;Database changes committed.;
1960;2019-08-18 10:24:07.073334;Transactie;Database changes committed.;
1961;2019-08-18 10:24:15.394863;Mededeling;In total 12,001 account(s) are imported into Data Mart within this task.;
1962;2019-08-18 10:24:15.394938;Transactie;Database changes committed.;
1963;2019-08-18 10:24:34.69927;Transactie;Database changes committed.;
1964;2019-08-18 10:24:42.674897;Mededeling;In total 13,001 account(s) are imported into Data Mart within this task.;
1965;2019-08-18 10:24:42.67495;Transactie;Database changes committed.;
1966;2019-08-18 10:25:01.177364;Transactie;Database changes committed.;
1967;2019-08-18 10:25:09.215185;Mededeling;In total 14,001 account(s) are imported into Data Mart within this task.;
1968;2019-08-18 10:25:09.215262;Transactie;Database changes committed.;
1969;2019-08-18 10:25:27.475088;Transactie;Database changes committed.;
1970;2019-08-18 10:25:35.960167;Mededeling;In total 15,001 account(s) are imported into Data Mart within this task.;
1971;2019-08-18 10:25:35.960212;Transactie;Database changes committed.;
1972;2019-08-18 10:25:54.101407;Transactie;Database changes committed.;
1973;2019-08-18 10:26:03.023406;Mededeling;In total 16,001 account(s) are imported into Data Mart within this task.;
1974;2019-08-18 10:26:03.023536;Transactie;Database changes committed.;
1975;2019-08-18 10:26:21.104542;Transactie;Database changes committed.;
1976;2019-08-18 10:26:29.367592;Mededeling;In total 17,001 account(s) are imported into Data Mart within this task.;
1977;2019-08-18 10:26:29.367669;Transactie;Database changes committed.;
1978;2019-08-18 10:26:46.954635;Transactie;Database changes committed.;
1979;2019-08-18 10:26:54.428869;Mededeling;In total 18,001 account(s) are imported into Data Mart within this task.;
1980;2019-08-18 10:26:54.429022;Transactie;Database changes committed.;
1981;2019-08-18 10:27:10.441785;Transactie;Database changes committed.;
1982;2019-08-18 10:27:17.137605;Mededeling;In total 19,001 account(s) are imported into Data Mart within this task.;
1983;2019-08-18 10:27:17.137672;Transactie;Database changes committed.;
1984;2019-08-18 10:27:32.255545;Transactie;Database changes committed.;
1985;2019-08-18 10:27:37.567591;Mededeling;In total 20,001 account(s) are imported into Data Mart within this task.;
1986;2019-08-18 10:27:37.567676;Transactie;Database changes committed.;
1987;2019-08-18 10:27:51.00257;Transactie;Database changes committed.;
1988;2019-08-18 10:27:54.965802;Mededeling;In total 21,001 account(s) are imported into Data Mart within this task.;
1989;2019-08-18 10:27:54.965932;Transactie;Database changes committed.;
1990;2019-08-18 10:28:05.026925;Transactie;Database changes committed.;
1991;2019-08-18 10:28:08.62496;Mededeling;In total 22,001 account(s) are imported into Data Mart within this task.;
1992;2019-08-18 10:28:08.62502;Transactie;Database changes committed.;
1993;2019-08-18 10:28:17.2109;Transactie;Database changes committed.;
1994;2019-08-18 10:28:21.034157;Mededeling;In total 23,001 account(s) are imported into Data Mart within this task.;
1995;2019-08-18 10:28:21.03423;Transactie;Database changes committed.;
1996;2019-08-18 10:28:30.620649;Transactie;Database changes committed.;
1997;2019-08-18 10:28:34.644451;Mededeling;In total 24,001 account(s) are imported into Data Mart within this task.;
1998;2019-08-18 10:28:34.644568;Transactie;Database changes committed.;
1999;2019-08-18 10:28:44.316247;Transactie;Database changes committed.;
2000;2019-08-18 10:28:48.151105;Mededeling;In total 25,001 account(s) are imported into Data Mart within this task.;
2001;2019-08-18 10:28:48.15117;Transactie;Database changes committed.;
2002;2019-08-18 10:28:57.573501;Transactie;Database changes committed.;
2003;2019-08-18 10:29:01.423774;Mededeling;In total 26,001 account(s) are imported into Data Mart within this task.;
2004;2019-08-18 10:29:01.423827;Transactie;Database changes committed.;
2005;2019-08-18 10:29:09.396543;Transactie;Database changes committed.;
2006;2019-08-18 10:29:13.241619;Mededeling;In total 27,001 account(s) are imported into Data Mart within this task.;
2007;2019-08-18 10:29:13.24169;Transactie;Database changes committed.;
2008;2019-08-18 10:29:21.966814;Transactie;Database changes committed.;
2009;2019-08-18 10:29:25.797101;Mededeling;In total 28,001 account(s) are imported into Data Mart within this task.;
2010;2019-08-18 10:29:25.797184;Transactie;Database changes committed.;
2011;2019-08-18 10:29:35.472149;Transactie;Database changes committed.;
2012;2019-08-18 10:29:39.468172;Mededeling;In total 29,001 account(s) are imported into Data Mart within this task.;
2013;2019-08-18 10:29:39.468251;Transactie;Database changes committed.;
2014;2019-08-18 10:29:50.146377;Transactie;Database changes committed.;
2015;2019-08-18 10:29:54.160102;Mededeling;In total 30,001 account(s) are imported into Data Mart within this task.;
2016;2019-08-18 10:29:54.160146;Transactie;Database changes committed.;
2017;2019-08-18 10:30:07.232313;Transactie;Database changes committed.;
2018;2019-08-18 10:30:11.060933;Mededeling;In total 31,001 account(s) are imported into Data Mart within this task.;
2019;2019-08-18 10:30:11.06107;Transactie;Database changes committed.;
2020;2019-08-18 10:30:19.04405;Transactie;Database changes committed.;
2021;2019-08-18 10:30:23.086821;Mededeling;In total 32,001 account(s) are imported into Data Mart within this task.;
2022;2019-08-18 10:30:23.0869;Transactie;Database changes committed.;
2023;2019-08-18 10:30:32.569459;Transactie;Database changes committed.;
2024;2019-08-18 10:30:36.713957;Mededeling;In total 33,001 account(s) are imported into Data Mart within this task.;
2025;2019-08-18 10:30:36.714025;Transactie;Database changes committed.;
2026;2019-08-18 10:30:48.644326;Transactie;Database changes committed.;
2027;2019-08-18 10:30:52.814791;Mededeling;In total 34,001 account(s) are imported into Data Mart within this task.;
2028;2019-08-18 10:30:52.814983;Transactie;Database changes committed.;
2029;2019-08-18 10:31:04.649331;Transactie;Database changes committed.;
2030;2019-08-18 10:31:08.717185;Mededeling;In total 35,001 account(s) are imported into Data Mart within this task.;
2031;2019-08-18 10:31:08.717299;Transactie;Database changes committed.;
2032;2019-08-18 10:31:19.458243;Transactie;Database changes committed.;
2033;2019-08-18 10:31:23.332111;Mededeling;In total 36,001 account(s) are imported into Data Mart within this task.;
2034;2019-08-18 10:31:23.332187;Transactie;Database changes committed.;
2035;2019-08-18 10:31:33.217683;Transactie;Database changes committed.;
2036;2019-08-18 10:31:37.052483;Mededeling;In total 37,001 account(s) are imported into Data Mart within this task.;
2037;2019-08-18 10:31:37.052619;Transactie;Database changes committed.;
2038;2019-08-18 10:31:47.662416;Transactie;Database changes committed.;
2039;2019-08-18 10:31:51.036959;Mededeling;In total 38,001 account(s) are imported into Data Mart within this task.;
2040;2019-08-18 10:31:51.037004;Transactie;Database changes committed.;
2041;2019-08-18 10:31:58.654909;Transactie;Database changes committed.;
2042;2019-08-18 10:32:02.167169;Mededeling;In total 39,001 account(s) are imported into Data Mart within this task.;
2043;2019-08-18 10:32:02.167236;Transactie;Database changes committed.;
2044;2019-08-18 10:32:12.190854;Transactie;Database changes committed.;
2045;2019-08-18 10:32:15.244445;Mededeling;In total 40,001 account(s) are imported into Data Mart within this task.;
2046;2019-08-18 10:32:15.244507;Transactie;Database changes committed.;
2047;2019-08-18 10:32:24.893887;Transactie;Database changes committed.;
2048;2019-08-18 10:32:27.525277;Mededeling;In total 41,001 account(s) are imported into Data Mart within this task.;
2049;2019-08-18 10:32:27.525322;Transactie;Database changes committed.;
2050;2019-08-18 10:32:34.50651;Transactie;Database changes committed.;
2051;2019-08-18 10:32:38.224664;Mededeling;In total 42,001 account(s) are imported into Data Mart within this task.;
2052;2019-08-18 10:32:38.22472;Transactie;Database changes committed.;
2053;2019-08-18 10:32:54.186263;Transactie;Database changes committed.;
2054;2019-08-18 10:32:58.354336;Mededeling;In total 43,001 account(s) are imported into Data Mart within this task.;
2055;2019-08-18 10:32:58.354411;Transactie;Database changes committed.;
2056;2019-08-18 10:33:13.749469;Transactie;Database changes committed.;
2057;2019-08-18 10:33:17.919499;Mededeling;In total 44,001 account(s) are imported into Data Mart within this task.;
2058;2019-08-18 10:33:17.919561;Transactie;Database changes committed.;
2059;2019-08-18 10:33:33.014039;Transactie;Database changes committed.;
2060;2019-08-18 10:33:37.221683;Mededeling;In total 45,001 account(s) are imported into Data Mart within this task.;
2061;2019-08-18 10:33:37.221773;Transactie;Database changes committed.;
2062;2019-08-18 10:33:51.618279;Transactie;Database changes committed.;
2063;2019-08-18 10:33:55.338331;Mededeling;In total 46,001 account(s) are imported into Data Mart within this task.;
2064;2019-08-18 10:33:55.338431;Transactie;Database changes committed.;
2065;2019-08-18 10:34:16.650948;Transactie;Database changes committed.;
2066;2019-08-18 10:34:20.104378;Mededeling;In total 47,001 account(s) are imported into Data Mart within this task.;
2067;2019-08-18 10:34:20.104489;Transactie;Database changes committed.;
2068;2019-08-18 10:34:41.119378;Transactie;Database changes committed.;
2069;2019-08-18 10:34:45.119643;Mededeling;In total 48,001 account(s) are imported into Data Mart within this task.;
2070;2019-08-18 10:34:45.119767;Transactie;Database changes committed.;
2071;2019-08-18 10:35:02.638114;Transactie;Database changes committed.;
2072;2019-08-18 10:35:06.961287;Mededeling;In total 49,001 account(s) are imported into Data Mart within this task.;
2073;2019-08-18 10:35:06.96134;Transactie;Database changes committed.;
2074;2019-08-18 10:35:23.294264;Transactie;Database changes committed.;
2075;2019-08-18 10:35:27.069203;Mededeling;In total 50,001 account(s) are imported into Data Mart within this task.;
2076;2019-08-18 10:35:27.069271;Transactie;Database changes committed.;
2077;2019-08-18 10:35:43.055219;Transactie;Database changes committed.;
2078;2019-08-18 10:35:49.104732;Mededeling;In total 51,001 account(s) are imported into Data Mart within this task.;
2079;2019-08-18 10:35:49.104782;Transactie;Database changes committed.;
2080;2019-08-18 10:36:07.322098;Transactie;Database changes committed.;
2081;2019-08-18 10:36:11.02965;Mededeling;In total 52,001 account(s) are imported into Data Mart within this task.;
2082;2019-08-18 10:36:11.029707;Transactie;Database changes committed.;
2083;2019-08-18 10:36:29.104219;Transactie;Database changes committed.;
2084;2019-08-18 10:36:34.251816;Mededeling;In total 53,001 account(s) are imported into Data Mart within this task.;
2085;2019-08-18 10:36:34.251944;Transactie;Database changes committed.;
2086;2019-08-18 10:37:09.555474;Transactie;Database changes committed.;
2087;2019-08-18 10:37:13.446907;Mededeling;In total 54,001 account(s) are imported into Data Mart within this task.;
2088;2019-08-18 10:37:13.446989;Transactie;Database changes committed.;
2089;2019-08-18 10:37:33.547774;Transactie;Database changes committed.;
2090;2019-08-18 10:37:38.035275;Mededeling;In total 55,001 account(s) are imported into Data Mart within this task.;
2091;2019-08-18 10:37:38.035337;Transactie;Database changes committed.;
2092;2019-08-18 10:37:58.651754;Transactie;Database changes committed.;
2093;2019-08-18 10:38:03.584127;Mededeling;In total 56,001 account(s) are imported into Data Mart within this task.;
2094;2019-08-18 10:38:03.584202;Transactie;Database changes committed.;
2095;2019-08-18 10:38:15.148431;Transactie;Database changes committed.;
2096;2019-08-18 10:38:18.95883;Mededeling;In total 57,001 account(s) are imported into Data Mart within this task.;
2097;2019-08-18 10:38:18.958874;Transactie;Database changes committed.;
2098;2019-08-18 10:38:30.823055;Transactie;Database changes committed.;
2099;2019-08-18 10:38:36.074639;Mededeling;In total 58,001 account(s) are imported into Data Mart within this task.;
2100;2019-08-18 10:38:36.074771;Transactie;Database changes committed.;
2101;2019-08-18 10:38:57.79114;Transactie;Database changes committed.;
2102;2019-08-18 10:39:03.627647;Mededeling;In total 59,001 account(s) are imported into Data Mart within this task.;
2103;2019-08-18 10:39:03.627766;Transactie;Database changes committed.;
2104;2019-08-18 10:39:21.348127;Transactie;Database changes committed.;
2105;2019-08-18 10:39:27.211595;Mededeling;In total 60,001 account(s) are imported into Data Mart within this task.;
2106;2019-08-18 10:39:27.211707;Transactie;Database changes committed.;
2107;2019-08-18 10:39:45.802937;Transactie;Database changes committed.;
2108;2019-08-18 10:39:51.259164;Mededeling;In total 61,001 account(s) are imported into Data Mart within this task.;
2109;2019-08-18 10:39:51.259212;Transactie;Database changes committed.;
2110;2019-08-18 10:40:10.317954;Transactie;Database changes committed.;
2111;2019-08-18 10:40:15.854348;Mededeling;In total 62,001 account(s) are imported into Data Mart within this task.;
2112;2019-08-18 10:40:15.854448;Transactie;Database changes committed.;
2113;2019-08-18 10:40:49.567273;Transactie;Database changes committed.;
2114;2019-08-18 10:40:54.82044;Mededeling;In total 63,001 account(s) are imported into Data Mart within this task.;
2115;2019-08-18 10:40:54.820504;Transactie;Database changes committed.;
2116;2019-08-18 10:41:35.52463;Transactie;Database changes committed.;
2117;2019-08-18 10:41:40.13523;Mededeling;In total 64,001 account(s) are imported into Data Mart within this task.;
2118;2019-08-18 10:41:40.135379;Transactie;Database changes committed.;
2119;2019-08-18 10:41:57.794751;Transactie;Database changes committed.;
2120;2019-08-18 10:42:01.99978;Mededeling;In total 65,001 account(s) are imported into Data Mart within this task.;
2121;2019-08-18 10:42:01.999825;Transactie;Database changes committed.;
2122;2019-08-18 10:42:12.200123;Transactie;Database changes committed.;
2123;2019-08-18 10:42:14.965323;Mededeling;In total 66,001 account(s) are imported into Data Mart within this task.;
2124;2019-08-18 10:42:14.965415;Transactie;Database changes committed.;
2125;2019-08-18 10:42:36.151883;Transactie;Database changes committed.;
2126;2019-08-18 10:42:39.152529;Mededeling;In total 67,001 account(s) are imported into Data Mart within this task.;
2127;2019-08-18 10:42:39.152607;Transactie;Database changes committed.;
2128;2019-08-18 10:43:07.630433;Transactie;Database changes committed.;
2129;2019-08-18 10:43:10.365614;Mededeling;In total 68,001 account(s) are imported into Data Mart within this task.;
2130;2019-08-18 10:43:10.365679;Transactie;Database changes committed.;
2131;2019-08-18 10:43:27.449996;Transactie;Database changes committed.;
2132;2019-08-18 10:43:30.132439;Mededeling;In total 69,001 account(s) are imported into Data Mart within this task.;
2133;2019-08-18 10:43:30.132509;Transactie;Database changes committed.;
2134;2019-08-18 10:43:47.375534;Transactie;Database changes committed.;
2135;2019-08-18 10:43:50.124044;Mededeling;In total 70,001 account(s) are imported into Data Mart within this task.;
2136;2019-08-18 10:43:50.124176;Transactie;Database changes committed.;
2137;2019-08-18 10:44:20.879759;Transactie;Database changes committed.;
2138;2019-08-18 10:44:28.387264;Mededeling;In total 71,001 account(s) are imported into Data Mart within this task.;
2139;2019-08-18 10:44:28.387334;Transactie;Database changes committed.;
2140;2019-08-18 10:45:36.040156;Transactie;Database changes committed.;
2141;2019-08-18 10:45:39.097182;Mededeling;In total 72,001 account(s) are imported into Data Mart within this task.;
2142;2019-08-18 10:45:39.097312;Transactie;Database changes committed.;
2143;2019-08-18 10:46:09.920885;Transactie;Database changes committed.;
2144;2019-08-18 10:46:13.27516;Mededeling;In total 73,001 account(s) are imported into Data Mart within this task.;
2145;2019-08-18 10:46:13.275293;Transactie;Database changes committed.;
2146;2019-08-18 10:46:30.655648;Transactie;Database changes committed.;
2147;2019-08-18 10:46:33.61789;Mededeling;In total 74,001 account(s) are imported into Data Mart within this task.;
2148;2019-08-18 10:46:33.618005;Transactie;Database changes committed.;
2149;2019-08-18 10:46:45.514885;Transactie;Database changes committed.;
2150;2019-08-18 10:46:48.560515;Mededeling;In total 75,001 account(s) are imported into Data Mart within this task.;
2151;2019-08-18 10:46:48.560588;Transactie;Database changes committed.;
2152;2019-08-18 10:47:04.273521;Transactie;Database changes committed.;
2153;2019-08-18 10:47:07.255945;Mededeling;In total 76,001 account(s) are imported into Data Mart within this task.;
2154;2019-08-18 10:47:07.255998;Transactie;Database changes committed.;
2155;2019-08-18 10:47:19.238297;Transactie;Database changes committed.;
2156;2019-08-18 10:47:22.821705;Mededeling;In total 77,001 account(s) are imported into Data Mart within this task.;
2157;2019-08-18 10:47:22.821775;Transactie;Database changes committed.;
2158;2019-08-18 10:47:34.15271;Transactie;Database changes committed.;
2159;2019-08-18 10:47:38.963243;Mededeling;In total 78,001 account(s) are imported into Data Mart within this task.;
2160;2019-08-18 10:47:38.963288;Transactie;Database changes committed.;
2161;2019-08-18 10:47:55.508831;Transactie;Database changes committed.;
2162;2019-08-18 10:47:59.599203;Mededeling;In total 79,001 account(s) are imported into Data Mart within this task.;
2163;2019-08-18 10:47:59.599252;Transactie;Database changes committed.;
2164;2019-08-18 10:48:17.899446;Transactie;Database changes committed.;
2165;2019-08-18 10:48:20.370224;Mededeling;In total 80,001 account(s) are imported into Data Mart within this task.;
2166;2019-08-18 10:48:20.370295;Transactie;Database changes committed.;
2167;2019-08-18 10:48:30.910548;Transactie;Database changes committed.;
2168;2019-08-18 10:48:33.17696;Mededeling;In total 81,001 account(s) are imported into Data Mart within this task.;
2169;2019-08-18 10:48:33.177005;Transactie;Database changes committed.;
2170;2019-08-18 10:48:42.954756;Transactie;Database changes committed.;
2171;2019-08-18 10:48:44.994036;Mededeling;In total 82,001 account(s) are imported into Data Mart within this task.;
2172;2019-08-18 10:48:44.994175;Transactie;Database changes committed.;
2173;2019-08-18 10:48:54.913784;Transactie;Database changes committed.;
2174;2019-08-18 10:48:57.413369;Mededeling;In total 83,001 account(s) are imported into Data Mart within this task.;
2175;2019-08-18 10:48:57.413439;Transactie;Database changes committed.;
2176;2019-08-18 10:49:11.474091;Transactie;Database changes committed.;
2177;2019-08-18 10:49:13.737573;Mededeling;In total 84,001 account(s) are imported into Data Mart within this task.;
2178;2019-08-18 10:49:13.737672;Transactie;Database changes committed.;
2179;2019-08-18 10:49:27.75495;Transactie;Database changes committed.;
2180;2019-08-18 10:49:30.711571;Mededeling;In total 85,001 account(s) are imported into Data Mart within this task.;
2181;2019-08-18 10:49:30.71164;Transactie;Database changes committed.;
2182;2019-08-18 10:49:51.907169;Transactie;Database changes committed.;
2183;2019-08-18 10:49:54.235304;Mededeling;In total 86,001 account(s) are imported into Data Mart within this task.;
2184;2019-08-18 10:49:54.235388;Transactie;Database changes committed.;
2185;2019-08-18 10:50:02.404903;Transactie;Database changes committed.;
2186;2019-08-18 10:50:05.614305;Mededeling;In total 87,001 account(s) are imported into Data Mart within this task.;
2187;2019-08-18 10:50:05.614351;Transactie;Database changes committed.;
2188;2019-08-18 10:50:14.507227;Transactie;Database changes committed.;
2189;2019-08-18 10:50:16.674352;Mededeling;In total 88,001 account(s) are imported into Data Mart within this task.;
2190;2019-08-18 10:50:16.674408;Transactie;Database changes committed.;
2191;2019-08-18 10:50:26.673053;Transactie;Database changes committed.;
2192;2019-08-18 10:50:28.948748;Mededeling;In total 89,001 account(s) are imported into Data Mart within this task.;
2193;2019-08-18 10:50:28.948807;Transactie;Database changes committed.;
2194;2019-08-18 10:50:39.854544;Transactie;Database changes committed.;
2195;2019-08-18 10:50:41.669993;Mededeling;In total 90,001 account(s) are imported into Data Mart within this task.;
2196;2019-08-18 10:50:41.670038;Transactie;Database changes committed.;
2197;2019-08-18 10:50:47.725326;Transactie;Database changes committed.;
2198;2019-08-18 10:50:49.499717;Mededeling;In total 91,001 account(s) are imported into Data Mart within this task.;
2199;2019-08-18 10:50:49.49977;Transactie;Database changes committed.;
2200;2019-08-18 10:50:55.937041;Transactie;Database changes committed.;
2201;2019-08-18 10:50:57.82762;Mededeling;In total 92,001 account(s) are imported into Data Mart within this task.;
2202;2019-08-18 10:50:57.827667;Transactie;Database changes committed.;
2203;2019-08-18 10:51:07.019094;Transactie;Database changes committed.;
2204;2019-08-18 10:51:08.91244;Mededeling;In total 93,001 account(s) are imported into Data Mart within this task.;
2205;2019-08-18 10:51:08.912537;Transactie;Database changes committed.;
2206;2019-08-18 10:51:17.618777;Transactie;Database changes committed.;
2207;2019-08-18 10:51:19.289965;Mededeling;In total 94,001 account(s) are imported into Data Mart within this task.;
2208;2019-08-18 10:51:19.290009;Transactie;Database changes committed.;
2209;2019-08-18 10:51:26.113071;Transactie;Database changes committed.;
2210;2019-08-18 10:51:27.93347;Mededeling;In total 95,001 account(s) are imported into Data Mart within this task.;
2211;2019-08-18 10:51:27.933513;Transactie;Database changes committed.;
2212;2019-08-18 10:51:36.071286;Transactie;Database changes committed.;
2213;2019-08-18 10:51:38.280279;Mededeling;In total 96,001 account(s) are imported into Data Mart within this task.;
2214;2019-08-18 10:51:38.280341;Transactie;Database changes committed.;
2215;2019-08-18 10:51:49.297531;Transactie;Database changes committed.;
2216;2019-08-18 10:51:50.984233;Mededeling;In total 97,001 account(s) are imported into Data Mart within this task.;
2217;2019-08-18 10:51:50.984309;Transactie;Database changes committed.;
2218;2019-08-18 10:51:57.898726;Transactie;Database changes committed.;
2219;2019-08-18 10:51:59.673639;Mededeling;In total 98,001 account(s) are imported into Data Mart within this task.;
2220;2019-08-18 10:51:59.673684;Transactie;Database changes committed.;
2221;2019-08-18 10:52:07.207352;Transactie;Database changes committed.;
2222;2019-08-18 10:52:09.185703;Mededeling;In total 99,001 account(s) are imported into Data Mart within this task.;
2223;2019-08-18 10:52:09.185749;Transactie;Database changes committed.;
2224;2019-08-18 10:52:17.583609;Transactie;Database changes committed.;
2225;2019-08-18 10:52:19.482754;Mededeling;In total 100,001 account(s) are imported into Data Mart within this task.;
2226;2019-08-18 10:52:19.482795;Transactie;Database changes committed.;
2227;2019-08-18 10:52:25.778615;Transactie;Database changes committed.;
2228;2019-08-18 10:52:27.494566;Mededeling;In total 101,001 account(s) are imported into Data Mart within this task.;
2229;2019-08-18 10:52:27.494647;Transactie;Database changes committed.;
2230;2019-08-18 10:52:34.876126;Transactie;Database changes committed.;
2231;2019-08-18 10:52:37.106912;Mededeling;In total 102,001 account(s) are imported into Data Mart within this task.;
2232;2019-08-18 10:52:37.106972;Transactie;Database changes committed.;
2233;2019-08-18 10:52:48.429381;Transactie;Database changes committed.;
2234;2019-08-18 10:52:49.956319;Mededeling;In total 103,001 account(s) are imported into Data Mart within this task.;
2235;2019-08-18 10:52:49.956363;Transactie;Database changes committed.;
2236;2019-08-18 10:52:53.873323;Transactie;Database changes committed.;
2237;2019-08-18 10:52:55.547793;Mededeling;In total 104,001 account(s) are imported into Data Mart within this task.;
2238;2019-08-18 10:52:55.54786;Transactie;Database changes committed.;
2239;2019-08-18 10:53:02.16451;Transactie;Database changes committed.;
2240;2019-08-18 10:53:03.715348;Mededeling;In total 105,001 account(s) are imported into Data Mart within this task.;
2241;2019-08-18 10:53:03.715395;Transactie;Database changes committed.;
2242;2019-08-18 10:53:10.485354;Transactie;Database changes committed.;
2243;2019-08-18 10:53:12.482954;Mededeling;In total 106,001 account(s) are imported into Data Mart within this task.;
2244;2019-08-18 10:53:12.483068;Transactie;Database changes committed.;
2245;2019-08-18 10:53:23.293399;Transactie;Database changes committed.;
2246;2019-08-18 10:53:24.839413;Mededeling;In total 107,001 account(s) are imported into Data Mart within this task.;
2247;2019-08-18 10:53:24.839457;Transactie;Database changes committed.;
2248;2019-08-18 10:53:30.707124;Transactie;Database changes committed.;
2249;2019-08-18 10:53:32.269037;Mededeling;In total 108,001 account(s) are imported into Data Mart within this task.;
2250;2019-08-18 10:53:32.269109;Transactie;Database changes committed.;
2251;2019-08-18 10:53:39.470287;Transactie;Database changes committed.;
2252;2019-08-18 10:53:41.443634;Mededeling;In total 109,001 account(s) are imported into Data Mart within this task.;
2253;2019-08-18 10:53:41.443708;Transactie;Database changes committed.;
2254;2019-08-18 10:53:50.005247;Transactie;Database changes committed.;
2255;2019-08-18 10:53:51.901453;Mededeling;In total 110,001 account(s) are imported into Data Mart within this task.;
2256;2019-08-18 10:53:51.901504;Transactie;Database changes committed.;
2257;2019-08-18 10:54:01.779232;Transactie;Database changes committed.;
2258;2019-08-18 10:54:03.463077;Mededeling;In total 111,001 account(s) are imported into Data Mart within this task.;
2259;2019-08-18 10:54:03.463142;Transactie;Database changes committed.;
2260;2019-08-18 10:54:08.772474;Transactie;Database changes committed.;
2261;2019-08-18 10:54:10.76921;Mededeling;In total 112,001 account(s) are imported into Data Mart within this task.;
2262;2019-08-18 10:54:10.769252;Transactie;Database changes committed.;
2263;2019-08-18 10:54:20.43547;Transactie;Database changes committed.;
2264;2019-08-18 10:54:22.376123;Mededeling;In total 113,001 account(s) are imported into Data Mart within this task.;
2265;2019-08-18 10:54:22.376167;Transactie;Database changes committed.;
2266;2019-08-18 10:54:32.934913;Transactie;Database changes committed.;
2267;2019-08-18 10:54:34.409583;Mededeling;In total 114,001 account(s) are imported into Data Mart within this task.;
2268;2019-08-18 10:54:34.409696;Transactie;Database changes committed.;
2269;2019-08-18 10:54:40.001509;Transactie;Database changes committed.;
2270;2019-08-18 10:54:41.730124;Mededeling;In total 115,001 account(s) are imported into Data Mart within this task.;
2271;2019-08-18 10:54:41.730224;Transactie;Database changes committed.;
2272;2019-08-18 10:54:51.330858;Transactie;Database changes committed.;
2273;2019-08-18 10:54:53.429155;Mededeling;In total 116,001 account(s) are imported into Data Mart within this task.;
2274;2019-08-18 10:54:53.429198;Transactie;Database changes committed.;
2275;2019-08-18 10:55:04.165662;Transactie;Database changes committed.;
2276;2019-08-18 10:55:05.706943;Mededeling;In total 117,001 account(s) are imported into Data Mart within this task.;
2277;2019-08-18 10:55:05.706992;Transactie;Database changes committed.;
2278;2019-08-18 10:55:12.5488;Transactie;Database changes committed.;
2279;2019-08-18 10:55:14.234672;Mededeling;In total 118,001 account(s) are imported into Data Mart within this task.;
2280;2019-08-18 10:55:14.234717;Transactie;Database changes committed.;
2281;2019-08-18 10:55:23.73304;Transactie;Database changes committed.;
2282;2019-08-18 10:55:25.529248;Mededeling;In total 119,001 account(s) are imported into Data Mart within this task.;
2283;2019-08-18 10:55:25.529308;Transactie;Database changes committed.;
2284;2019-08-18 10:55:34.431356;Transactie;Database changes committed.;
2285;2019-08-18 10:55:35.899847;Mededeling;In total 120,001 account(s) are imported into Data Mart within this task.;
2286;2019-08-18 10:55:35.89991;Transactie;Database changes committed.;
2287;2019-08-18 10:55:42.713387;Transactie;Database changes committed.;
2288;2019-08-18 10:55:44.415361;Mededeling;In total 121,001 account(s) are imported into Data Mart within this task.;
2289;2019-08-18 10:55:44.415405;Transactie;Database changes committed.;
2290;2019-08-18 10:55:53.115245;Transactie;Database changes committed.;
2291;2019-08-18 10:55:54.83697;Mededeling;In total 122,001 account(s) are imported into Data Mart within this task.;
2292;2019-08-18 10:55:54.837035;Transactie;Database changes committed.;
2293;2019-08-18 10:56:04.200064;Transactie;Database changes committed.;
2294;2019-08-18 10:56:05.732192;Mededeling;In total 123,001 account(s) are imported into Data Mart within this task.;
2295;2019-08-18 10:56:05.732326;Transactie;Database changes committed.;
