Regel;Tijdstip aangemaakt;Meldingsoort;Melding;Referentie
1195;2019-08-19 06:23:48.980251;Transactie;Database changes committed.;
1196;2019-08-19 06:23:52.886065;Mededeling;In total 11,001 Receivable(s) are imported into Data Mart within this task.;
1197;2019-08-19 06:23:52.886141;Transactie;Database changes committed.;
1198;2019-08-19 06:23:58.337181;Transactie;Database changes committed.;
1199;2019-08-19 06:24:02.317058;Mededeling;In total 12,001 Receivable(s) are imported into Data Mart within this task.;
1200;2019-08-19 06:24:02.317146;Transactie;Database changes committed.;
1201;2019-08-19 06:24:07.054347;Transactie;Database changes committed.;
1202;2019-08-19 06:24:10.955759;Mededeling;In total 13,001 Receivable(s) are imported into Data Mart within this task.;
1203;2019-08-19 06:24:10.955805;Transactie;Database changes committed.;
1204;2019-08-19 06:24:14.981492;Transactie;Database changes committed.;
1205;2019-08-19 06:24:18.846836;Mededeling;In total 14,001 Receivable(s) are imported into Data Mart within this task.;
1206;2019-08-19 06:24:18.846937;Transactie;Database changes committed.;
1207;2019-08-19 06:24:22.922103;Transactie;Database changes committed.;
1208;2019-08-19 06:24:26.810045;Mededeling;In total 15,001 Receivable(s) are imported into Data Mart within this task.;
1209;2019-08-19 06:24:26.81009;Transactie;Database changes committed.;
1210;2019-08-19 06:24:30.707563;Transactie;Database changes committed.;
1211;2019-08-19 06:24:34.583215;Mededeling;In total 16,001 Receivable(s) are imported into Data Mart within this task.;
1212;2019-08-19 06:24:34.583268;Transactie;Database changes committed.;
1213;2019-08-19 06:24:38.476997;Transactie;Database changes committed.;
1214;2019-08-19 06:24:42.401257;Mededeling;In total 17,001 Receivable(s) are imported into Data Mart within this task.;
1215;2019-08-19 06:24:42.401374;Transactie;Database changes committed.;
1216;2019-08-19 06:24:46.165404;Transactie;Database changes committed.;
1217;2019-08-19 06:24:50.544166;Mededeling;In total 18,001 Receivable(s) are imported into Data Mart within this task.;
1218;2019-08-19 06:24:50.544288;Transactie;Database changes committed.;
1219;2019-08-19 06:24:54.720738;Transactie;Database changes committed.;
1220;2019-08-19 06:24:58.847585;Mededeling;In total 19,001 Receivable(s) are imported into Data Mart within this task.;
1221;2019-08-19 06:24:58.84766;Transactie;Database changes committed.;
1222;2019-08-19 06:25:02.318225;Transactie;Database changes committed.;
1223;2019-08-19 06:25:06.521713;Mededeling;In total 20,001 Receivable(s) are imported into Data Mart within this task.;
1224;2019-08-19 06:25:06.521757;Transactie;Database changes committed.;
1225;2019-08-19 06:25:09.769362;Transactie;Database changes committed.;
1226;2019-08-19 06:25:13.911636;Mededeling;In total 21,001 Receivable(s) are imported into Data Mart within this task.;
1227;2019-08-19 06:25:13.911701;Transactie;Database changes committed.;
1228;2019-08-19 06:25:18.70069;Transactie;Database changes committed.;
1229;2019-08-19 06:25:22.758836;Mededeling;In total 22,001 Receivable(s) are imported into Data Mart within this task.;
1230;2019-08-19 06:25:22.758942;Transactie;Database changes committed.;
1231;2019-08-19 06:25:26.419933;Transactie;Database changes committed.;
1232;2019-08-19 06:25:31.691696;Mededeling;In total 23,001 Receivable(s) are imported into Data Mart within this task.;
1233;2019-08-19 06:25:31.691813;Transactie;Database changes committed.;
1234;2019-08-19 06:25:38.455033;Transactie;Database changes committed.;
1235;2019-08-19 06:26:35.575507;Mededeling;In total 24,001 Receivable(s) are imported into Data Mart within this task.;
1236;2019-08-19 06:26:35.575579;Transactie;Database changes committed.;
1237;2019-08-19 06:27:29.629575;Transactie;Database changes committed.;
1238;2019-08-19 06:27:39.458307;Mededeling;In total 25,001 Receivable(s) are imported into Data Mart within this task.;
1239;2019-08-19 06:27:39.458436;Transactie;Database changes committed.;
1240;2019-08-19 06:28:14.809276;Transactie;Database changes committed.;
1241;2019-08-19 06:28:18.391988;Mededeling;In total 26,001 Receivable(s) are imported into Data Mart within this task.;
1242;2019-08-19 06:28:18.392048;Transactie;Database changes committed.;
1243;2019-08-19 06:28:44.721072;Transactie;Database changes committed.;
1244;2019-08-19 06:28:48.213515;Mededeling;In total 27,001 Receivable(s) are imported into Data Mart within this task.;
1245;2019-08-19 06:28:48.213562;Transactie;Database changes committed.;
1246;2019-08-19 06:29:00.355268;Transactie;Database changes committed.;
1247;2019-08-19 06:29:04.303668;Mededeling;In total 28,001 Receivable(s) are imported into Data Mart within this task.;
1248;2019-08-19 06:29:04.303768;Transactie;Database changes committed.;
1249;2019-08-19 06:29:26.40763;Transactie;Database changes committed.;
1250;2019-08-19 06:29:29.73966;Mededeling;In total 29,001 Receivable(s) are imported into Data Mart within this task.;
1251;2019-08-19 06:29:29.739737;Transactie;Database changes committed.;
1252;2019-08-19 06:29:45.452842;Transactie;Database changes committed.;
1253;2019-08-19 06:29:48.728796;Mededeling;In total 30,001 Receivable(s) are imported into Data Mart within this task.;
1254;2019-08-19 06:29:48.728854;Transactie;Database changes committed.;
1255;2019-08-19 06:30:00.491104;Transactie;Database changes committed.;
1256;2019-08-19 06:30:03.747446;Mededeling;In total 31,001 Receivable(s) are imported into Data Mart within this task.;
1257;2019-08-19 06:30:03.747525;Transactie;Database changes committed.;
1258;2019-08-19 06:30:13.012108;Transactie;Database changes committed.;
1259;2019-08-19 06:30:16.404277;Mededeling;In total 32,001 Receivable(s) are imported into Data Mart within this task.;
1260;2019-08-19 06:30:16.404344;Transactie;Database changes committed.;
1261;2019-08-19 06:30:27.028814;Transactie;Database changes committed.;
1262;2019-08-19 06:30:30.300168;Mededeling;In total 33,001 Receivable(s) are imported into Data Mart within this task.;
1263;2019-08-19 06:30:30.300247;Transactie;Database changes committed.;
1264;2019-08-19 06:30:44.030034;Transactie;Database changes committed.;
1265;2019-08-19 06:30:47.325257;Mededeling;In total 34,001 Receivable(s) are imported into Data Mart within this task.;
1266;2019-08-19 06:30:47.32533;Transactie;Database changes committed.;
1267;2019-08-19 06:31:02.827335;Transactie;Database changes committed.;
1268;2019-08-19 06:31:06.240262;Mededeling;In total 35,001 Receivable(s) are imported into Data Mart within this task.;
1269;2019-08-19 06:31:06.240362;Transactie;Database changes committed.;
1270;2019-08-19 06:31:13.986683;Transactie;Database changes committed.;
1271;2019-08-19 06:31:17.828872;Mededeling;In total 36,001 Receivable(s) are imported into Data Mart within this task.;
1272;2019-08-19 06:31:17.828949;Transactie;Database changes committed.;
1273;2019-08-19 06:31:27.675235;Transactie;Database changes committed.;
1274;2019-08-19 06:31:31.30836;Mededeling;In total 37,001 Receivable(s) are imported into Data Mart within this task.;
1275;2019-08-19 06:31:31.308428;Transactie;Database changes committed.;
1276;2019-08-19 06:31:39.047839;Transactie;Database changes committed.;
1277;2019-08-19 06:31:42.586196;Mededeling;In total 38,001 Receivable(s) are imported into Data Mart within this task.;
1278;2019-08-19 06:31:42.586242;Transactie;Database changes committed.;
1279;2019-08-19 06:31:49.805936;Transactie;Database changes committed.;
1280;2019-08-19 06:31:53.320602;Mededeling;In total 39,001 Receivable(s) are imported into Data Mart within this task.;
1281;2019-08-19 06:31:53.320729;Transactie;Database changes committed.;
1282;2019-08-19 06:32:02.534262;Transactie;Database changes committed.;
1283;2019-08-19 06:32:05.938209;Mededeling;In total 40,001 Receivable(s) are imported into Data Mart within this task.;
1284;2019-08-19 06:32:05.938255;Transactie;Database changes committed.;
1285;2019-08-19 06:32:12.838203;Transactie;Database changes committed.;
1286;2019-08-19 06:32:16.392816;Mededeling;In total 41,001 Receivable(s) are imported into Data Mart within this task.;
1287;2019-08-19 06:32:16.392861;Transactie;Database changes committed.;
1288;2019-08-19 06:32:24.210261;Transactie;Database changes committed.;
1289;2019-08-19 06:32:26.64342;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_invoices_00984.xml.gz' has been successfully completed.;
1290;2019-08-19 06:32:26.643496;Mededeling;In total 41,580 Receivable(s) are imported into Data Mart within this task.;
1291;2019-08-19 06:32:26.643522;Transactie;Database changes committed.;
1292;2019-08-19 06:32:41.307392;Transactie;Database changes committed.;
1293;2019-08-19 06:32:41.312951;Mededeling;41,580 Receivable(s) are successfully imported, 0 Receivable(s) have not been imported due to errors.;
1294;2019-08-19 06:32:41.312993;Mededeling;The task 'Import receivables to MIS' ended.;
1295;2019-08-19 06:32:41.313014;Transactie;Database changes committed.;
1296;2019-08-19 06:32:41.50299;Records per minuut;Speed of processing entity Receivable(s): 666 per minute.;
1297;2019-08-19 06:32:41.503038;Mededeling;The task 'Import Batch policy change requests to MIS' started.;
1298;2019-08-19 06:32:41.503061;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_batch_policy_change_request_00984.xml.gz' has been initialized.;
1299;2019-08-19 06:32:41.50308;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_batch_policy_change_request_00984.xml.gz' has been successfully completed.;
1300;2019-08-19 06:32:41.503107;Transactie;Database changes committed.;
1301;2019-08-19 06:32:41.507902;Mededeling;0 batch policy change request(s) are successfully imported, 0 batch policy change request(s) have not been imported due to errors.;
1302;2019-08-19 06:32:41.508036;Mededeling;The task 'Import Batch policy change requests to MIS' ended.;
1303;2019-08-19 06:32:41.508094;Transactie;Database changes committed.;
1304;2019-08-19 06:32:43.337646;Mededeling;The task 'Import main entities Period Profits into Data Mart' started.;
1305;2019-08-19 06:32:43.337743;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_periodprofits_00984.xml.gz' has been initialized.;
1306;2019-08-19 06:32:43.33778;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_periodprofits_00984.xml.gz' has been successfully completed.;
1307;2019-08-19 06:32:43.337817;Mededeling;The first  43 Period profit(s) are being imported into Data Mart.;
1308;2019-08-19 06:32:43.337852;Transactie;Database changes committed.;
1309;2019-08-19 06:32:43.604369;Transactie;Database changes committed.;
1310;2019-08-19 06:32:43.607935;Mededeling;43 Period profit(s) are successfully imported, 0 Period profit(s) have not been imported due to errors.;
1311;2019-08-19 06:32:43.607987;Mededeling;The task 'Import main entities Period Profits into Data Mart' ended.;
1312;2019-08-19 06:32:43.60803;Transactie;Database changes committed.;
1313;2019-08-19 06:32:43.658788;Mededeling;The task 'Import main entities IBNR-balances into Data Mart' started.;
1314;2019-08-19 06:32:43.65886;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_ibnrbalances_00984.xml.gz' has been initialized.;
1315;2019-08-19 06:32:43.658921;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_ibnrbalances_00984.xml.gz' has been successfully completed.;
1316;2019-08-19 06:32:43.658956;Transactie;Database changes committed.;
1317;2019-08-19 06:32:43.662426;Mededeling;0 IBNR-balance(s) are successfully imported, 0 IBNR-balance(s) have not been imported due to errors.;
1318;2019-08-19 06:32:43.662479;Mededeling;The task 'Import main entities IBNR-balances into Data Mart' ended.;
1319;2019-08-19 06:32:43.662513;Transactie;Database changes committed.;
1320;2019-08-19 06:32:43.712873;Mededeling;The task 'Import Risk Transfer to Data Mart' started.;
1321;2019-08-19 06:32:43.712943;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_riskTransfer_ref_00984.xml.gz' has been initialized.;
1322;2019-08-19 06:32:43.712978;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_riskTransfer_ref_00984.xml.gz' has been successfully completed.;
1323;2019-08-19 06:32:43.713012;Transactie;Database changes committed.;
1324;2019-08-19 06:32:43.717504;Mededeling;The task 'Import Risk Transfer to Data Mart' ended.;
1325;2019-08-19 06:32:43.717554;Transactie;Database changes committed.;
1326;2019-08-19 06:32:43.768843;Mededeling;The task 'Import Policy Risk Transfers to Data Mart' started.;
1327;2019-08-19 06:32:43.768913;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_policyRiskTransfers_00984.xml.gz' has been initialized.;
1328;2019-08-19 06:32:43.768953;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_policyRiskTransfers_00984.xml.gz' has been successfully completed.;
1329;2019-08-19 06:32:43.768989;Transactie;Database changes committed.;
1330;2019-08-19 06:32:43.773398;Mededeling;0 policy risk transfer(s) are successfully imported, 0 policy risk transfer(s) have not been imported due to errors.;
1331;2019-08-19 06:32:43.773465;Mededeling;The task 'Import Policy Risk Transfers to Data Mart' ended.;
1332;2019-08-19 06:32:43.773499;Transactie;Database changes committed.;
1333;2019-08-19 06:32:43.808477;Mededeling;The task 'Import main entities Risk IBNR-balances for each risk bearer into Data Mart' started.;
1334;2019-08-19 06:32:43.808545;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_riskibnrbalances_00984.xml.gz' has been initialized.;
1335;2019-08-19 06:32:43.808581;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_riskibnrbalances_00984.xml.gz' has been successfully completed.;
1336;2019-08-19 06:32:43.808618;Transactie;Database changes committed.;
1337;2019-08-19 06:32:43.813175;Mededeling;0 IBNR-balance(s) for risk bearer(s) are successfully imported, 0 IBNR-balance(s) for risk bearer(s) have not been imported due to errors.;
1338;2019-08-19 06:32:43.813226;Mededeling;The task 'Import main entities Risk IBNR-balances for each risk bearer into Data Mart' ended.;
1339;2019-08-19 06:32:43.81326;Transactie;Database changes committed.;
1340;2019-08-19 06:32:43.824649;Mededeling;The task 'Import main entities Risk Period Profits for each risk bearer into Data Mart' started.;
1341;2019-08-19 06:32:43.824699;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_riskperiodprofits_00984.xml.gz' has been initialized.;
1342;2019-08-19 06:32:43.824733;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_riskperiodprofits_00984.xml.gz' has been successfully completed.;
1343;2019-08-19 06:32:43.824764;Transactie;Database changes committed.;
1344;2019-08-19 06:32:43.827877;Mededeling;0 Period profit(s) for risk bearer(s) are successfully imported, 0 Period profit(s) for risk bearer(s) have not been imported due to errors.;
1345;2019-08-19 06:32:43.827941;Mededeling;The task 'Import main entities Risk Period Profits for each risk bearer into Data Mart' ended.;
1346;2019-08-19 06:32:43.828039;Transactie;Database changes committed.;
1347;2019-08-19 06:32:43.862159;Mededeling;The task 'Import reference data premium simulation policies to Data Mart' started.;
1348;2019-08-19 06:32:43.862225;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_premiumSimulationPolicies_ref_00984.xml.gz' has been initialized.;
1349;2019-08-19 06:32:43.862259;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_premiumSimulationPolicies_ref_00984.xml.gz' has been successfully completed.;
1350;2019-08-19 06:32:43.862292;Transactie;Database changes committed.;
1351;2019-08-19 06:32:43.865741;Mededeling;0 Premium simulation policy reference(s) are successfully imported, 0 Premium simulation policy reference(s) have not been imported due to errors.;
1352;2019-08-19 06:32:43.865796;Mededeling;The task 'Import reference data premium simulation policies to Data Mart' ended.;
1353;2019-08-19 06:32:43.865831;Transactie;Database changes committed.;
1354;2019-08-19 06:32:43.918321;Mededeling;The task 'Import premium simulation policies to Data Mart' started.;
1355;2019-08-19 06:32:43.918391;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_premiumSimulationPolicies_00984.xml.gz' has been initialized.;
1356;2019-08-19 06:32:43.918426;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_premiumSimulationPolicies_00984.xml.gz' has been successfully completed.;
1357;2019-08-19 06:32:43.918461;Transactie;Database changes committed.;
1358;2019-08-19 06:32:43.923044;Mededeling;0 Premium simulation policy(s) are successfully imported, 0 Premium simulation policy(s) have not been imported due to errors.;
1359;2019-08-19 06:32:43.92311;Mededeling;The task 'Import premium simulation policies to Data Mart' ended.;
1360;2019-08-19 06:32:43.923149;Transactie;Database changes committed.;
1361;2019-08-19 06:32:44.702785;Mededeling;The task 'Import reference data Claims to MIS' started.;
1362;2019-08-19 06:32:44.7029;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claims_ref_00984.xml.gz' has been initialized.;
1363;2019-08-19 06:32:44.702936;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claims_ref_00984.xml.gz' has been successfully completed.;
1364;2019-08-19 06:32:44.702972;Mededeling;The first  5 Claim reference(s) are being imported into Data Mart.;
1365;2019-08-19 06:32:44.703013;Transactie;Database changes committed.;
1366;2019-08-19 06:32:44.737914;Transactie;Database changes committed.;
1367;2019-08-19 06:32:44.743252;Mededeling;The task 'Import reference data Claims to MIS' ended.;
1368;2019-08-19 06:32:44.743311;Transactie;Database changes committed.;
1369;2019-08-19 06:32:53.348669;Mededeling;The task 'Import main entities Claims to MIS' started.;
1370;2019-08-19 06:32:53.348745;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claims_00984.xml.gz' has been initialized.;
1371;2019-08-19 06:32:53.348768;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claims_00984.xml.gz' has been successfully completed.;
1372;2019-08-19 06:32:53.348792;Mededeling;The first  122 claim(s) are being imported into Data Mart.;
1373;2019-08-19 06:32:53.348814;Transactie;Database changes committed.;
1374;2019-08-19 06:33:01.529416;Transactie;Database changes committed.;
1375;2019-08-19 06:33:01.534838;Mededeling;122 claim(s) are successfully imported, 0 claim(s) have not been imported due to errors.;
1376;2019-08-19 06:33:01.534882;Mededeling;The task 'Import main entities Claims to MIS' ended.;
1377;2019-08-19 06:33:01.534904;Transactie;Database changes committed.;
1378;2019-08-19 06:33:01.867717;Mededeling;The task 'Import reference data claim assessments to MIS' started.;
1379;2019-08-19 06:33:01.867757;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claimAssessments_ref_00984.xml.gz' has been initialized.;
1380;2019-08-19 06:33:01.867797;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claimAssessments_ref_00984.xml.gz' has been successfully completed.;
1381;2019-08-19 06:33:01.867819;Transactie;Database changes committed.;
1382;2019-08-19 06:33:01.872343;Mededeling;The task 'Import reference data claim assessments to MIS' ended.;
1383;2019-08-19 06:33:01.872385;Transactie;Database changes committed.;
1384;2019-08-19 06:33:01.972666;Mededeling;The task 'Import main entities Claim assessments to MIS' started.;
1385;2019-08-19 06:33:01.972705;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claimAssessments_00984.xml.gz' has been initialized.;
1386;2019-08-19 06:33:01.972727;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_claimAssessments_00984.xml.gz' has been successfully completed.;
1387;2019-08-19 06:33:01.972747;Transactie;Database changes committed.;
1388;2019-08-19 06:33:01.97742;Mededeling;0 Claim Assessment(s) are successfully imported, 0 Claim Assessment(s) have not been imported due to errors.;
1389;2019-08-19 06:33:01.97746;Mededeling;The task 'Import main entities Claim assessments to MIS' ended.;
1390;2019-08-19 06:33:01.977482;Transactie;Database changes committed.;
1391;2019-08-19 06:33:02.027722;Mededeling;The task 'Import reference data for product financial transfers to MIS' started.;
1392;2019-08-19 06:33:02.027764;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productestimatepositions_ref_00984.xml.gz' has been initialized.;
1393;2019-08-19 06:33:02.027786;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productestimatepositions_ref_00984.xml.gz' has been successfully completed.;
1394;2019-08-19 06:33:02.027807;Transactie;Database changes committed.;
1395;2019-08-19 06:33:02.030698;Mededeling;The task 'Import reference data for product financial transfers to MIS' ended.;
1396;2019-08-19 06:33:02.030738;Transactie;Database changes committed.;
1397;2019-08-19 06:33:02.074847;Mededeling;The task 'Import product reserves to MIS' started.;
1398;2019-08-19 06:33:02.074886;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productreserveestimatepositions_00984.xml.gz' has been initialized.;
1399;2019-08-19 06:33:02.074908;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productreserveestimatepositions_00984.xml.gz' has been successfully completed.;
1400;2019-08-19 06:33:02.074931;Transactie;Database changes committed.;
1401;2019-08-19 06:33:02.078157;Mededeling;0 product reserve(s) are successfully imported, 0 product reserve(s) have not been imported due to errors.;
1402;2019-08-19 06:33:02.078196;Mededeling;The task 'Import product reserves to MIS' ended.;
1403;2019-08-19 06:33:02.078219;Transactie;Database changes committed.;
1404;2019-08-19 06:33:02.124974;Mededeling;The task 'Import product recourse to MIS' started.;
1405;2019-08-19 06:33:02.125013;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productrecourseestimatepositions_00984.xml.gz' has been initialized.;
1406;2019-08-19 06:33:02.125041;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productrecourseestimatepositions_00984.xml.gz' has been successfully completed.;
1407;2019-08-19 06:33:02.125062;Transactie;Database changes committed.;
1408;2019-08-19 06:33:02.12984;Mededeling;0 product recourse reserve(s) are successfully imported, 0 product recourse reserve(s) have not been imported due to errors.;
1409;2019-08-19 06:33:02.12988;Mededeling;The task 'Import product recourse to MIS' ended.;
1410;2019-08-19 06:33:02.129902;Transactie;Database changes committed.;
1411;2019-08-19 06:38:09.871683;Mededeling;The task 'Import product financial transfers to MIS' started.;
1412;2019-08-19 06:38:09.871761;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productFinancialTransfers_00984.xml.gz' has been initialized.;
1413;2019-08-19 06:38:09.871783;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_productFinancialTransfers_00984.xml.gz' has been successfully completed.;
1414;2019-08-19 06:38:09.871807;Transactie;Database changes committed.;
1415;2019-08-19 06:38:09.877007;Mededeling;0 product payment(s) are successfully imported, 0 product payment(s) have not been imported due to errors.;
1416;2019-08-19 06:38:09.877053;Mededeling;The task 'Import product financial transfers to MIS' ended.;
1417;2019-08-19 06:38:09.877076;Transactie;Database changes committed.;
1418;2019-08-19 06:38:09.939343;Records per minuut;Speed of processing entity product payment(s): 0 per minute.;
1419;2019-08-19 06:38:09.939388;Mededeling;The task 'Import reference data financial events to Data Mart' started.;
1420;2019-08-19 06:38:09.939429;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_financialEvents_ref_00984.xml.gz' has been initialized.;
1421;2019-08-19 06:38:09.939449;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_financialEvents_ref_00984.xml.gz' has been successfully completed.;
1422;2019-08-19 06:38:09.939468;Transactie;Database changes committed.;
1423;2019-08-19 06:38:09.942686;Mededeling;The task 'Import reference data financial events to Data Mart' ended.;
1424;2019-08-19 06:38:09.942726;Transactie;Database changes committed.;
1425;2019-08-19 06:38:12.636879;Mededeling;The task 'Import financial events to Data Mart' started.;
1426;2019-08-19 06:38:12.636958;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_financialEvents_00984.xml.gz' has been initialized.;
1427;2019-08-19 06:38:12.636984;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_financialEvents_00984.xml.gz' has been successfully completed.;
1428;2019-08-19 06:38:12.637008;Mededeling;The first  231 Financial event(s) are being imported into Data Mart.;
1429;2019-08-19 06:38:12.637033;Transactie;Database changes committed.;
1430;2019-08-19 06:38:13.541682;Transactie;Database changes committed.;
1431;2019-08-19 06:38:13.545212;Mededeling;231 Financial event(s) are successfully imported, 0 Financial event(s) have not been imported due to errors.;
1432;2019-08-19 06:38:13.545251;Mededeling;The task 'Import financial events to Data Mart' ended.;
1433;2019-08-19 06:38:13.545273;Transactie;Database changes committed.;
1434;2019-08-19 06:38:13.655419;Mededeling;The task 'Import Reference data documents to MIS' started.;
1435;2019-08-19 06:38:13.655462;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_documents_ref_00984.xml.gz' has been initialized.;
1436;2019-08-19 06:38:13.655504;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_documents_ref_00984.xml.gz' has been successfully completed.;
1437;2019-08-19 06:38:13.655525;Transactie;Database changes committed.;
1438;2019-08-19 06:38:13.659977;Mededeling;The task 'Import Reference data documents to MIS' ended.;
1439;2019-08-19 06:38:13.660017;Transactie;Database changes committed.;
1440;2019-08-19 06:39:09.00875;Mededeling;The task 'Import documents to MIS' started.;
1441;2019-08-19 06:39:09.008827;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_documents_00984.xml.gz' has been initialized.;
1442;2019-08-19 06:39:09.00885;Mededeling;In total 1,001 Document(s) are imported into Data Mart within this task.;
1443;2019-08-19 06:39:09.008869;Transactie;Database changes committed.;
1444;2019-08-19 06:39:09.593949;Transactie;Database changes committed.;
1445;2019-08-19 06:39:09.847657;Mededeling;In total 2,001 Document(s) are imported into Data Mart within this task.;
1446;2019-08-19 06:39:09.847697;Transactie;Database changes committed.;
1447;2019-08-19 06:39:10.024895;Transactie;Database changes committed.;
1448;2019-08-19 06:39:10.277888;Mededeling;In total 3,001 Document(s) are imported into Data Mart within this task.;
1449;2019-08-19 06:39:10.277927;Transactie;Database changes committed.;
1450;2019-08-19 06:39:10.415914;Transactie;Database changes committed.;
1451;2019-08-19 06:39:10.669087;Mededeling;In total 4,001 Document(s) are imported into Data Mart within this task.;
1452;2019-08-19 06:39:10.669167;Transactie;Database changes committed.;
1453;2019-08-19 06:39:10.788888;Transactie;Database changes committed.;
1454;2019-08-19 06:39:11.042047;Mededeling;In total 5,001 Document(s) are imported into Data Mart within this task.;
1455;2019-08-19 06:39:11.042089;Transactie;Database changes committed.;
1456;2019-08-19 06:39:11.303298;Transactie;Database changes committed.;
1457;2019-08-19 06:39:11.559184;Mededeling;In total 6,001 Document(s) are imported into Data Mart within this task.;
1458;2019-08-19 06:39:11.55928;Transactie;Database changes committed.;
1459;2019-08-19 06:39:11.745901;Transactie;Database changes committed.;
1460;2019-08-19 06:39:11.998699;Mededeling;In total 7,001 Document(s) are imported into Data Mart within this task.;
1461;2019-08-19 06:39:11.998801;Transactie;Database changes committed.;
1462;2019-08-19 06:39:12.26342;Transactie;Database changes committed.;
1463;2019-08-19 06:39:12.519642;Mededeling;In total 8,001 Document(s) are imported into Data Mart within this task.;
1464;2019-08-19 06:39:12.519682;Transactie;Database changes committed.;
1465;2019-08-19 06:39:12.714637;Transactie;Database changes committed.;
1466;2019-08-19 06:39:12.859513;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_documents_00984.xml.gz' has been successfully completed.;
1467;2019-08-19 06:39:12.859555;Mededeling;In total 8,554 Document(s) are imported into Data Mart within this task.;
1468;2019-08-19 06:39:12.859579;Transactie;Database changes committed.;
1469;2019-08-19 06:39:12.924128;Transactie;Database changes committed.;
1470;2019-08-19 06:39:12.927497;Mededeling;8,554 Document(s) are successfully imported, 0 Document(s) have not been imported due to errors.;
1471;2019-08-19 06:39:12.927539;Mededeling;The task 'Import documents to MIS' ended.;
1472;2019-08-19 06:39:12.927561;Transactie;Database changes committed.;
1473;2019-08-19 06:39:13.329449;Mededeling;The task 'Import Reference data communications to MIS' started.;
1474;2019-08-19 06:39:13.329544;Mededeling;Import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_communications_ref_00984.xml.gz' has been initialized.;
1475;2019-08-19 06:39:13.329599;Succesmelding;The import of file '/data/MIS/importMIS/inprocessing/00984/exportToMIS_communications_ref_00984.xml.gz' has been successfully completed.;
1476;2019-08-19 06:39:13.32965;Transactie;Database changes committed.;
1477;2019-08-19 06:39:13.3345;Mededeling;The task 'Import Reference data communications to MIS' ended.;
1478;2019-08-19 06:39:13.334559;Transactie;Database changes committed.;
